COMPONENT_ARBITRARY,SAMPLE_TRANSFER_DAY,AG,AL,B,BA,BE,CA,CD,CO,CR,CU,FH2O,FNOX,FOXID,FSO4,FTBN,FE,FUEL,H2O,K,LI,MG,MN,MO,NA,NI,P,PB,PQINDEX,S,SB,SI,SN,SOOTPERCENTAGE,TI,U100,U75,U50,U25,U20,U14,U6,U4,V,V100,V40,ZN,Y_LABEL
COMPONENT1,4,0,2,1,3,0,41,,0,1,9,14.0,9.0,16.0,21.0,9.7,16,0.0,0.0,12.0,0,16,0,219,1,0,1098,1,3,4954,1,8,2,0.6,0,,,,,,,,,0,15.1,125.3,1285,1
COMPONENT2,6,0,640,123,5,0,16,0.0,0,0,1,,,,,,4,,0.0,1.0,0,2,0,8,0,0,355,0,18,8815,1,1,0,,0,0.0,0.0,0.0,1.0,3.0,10.0,253.0,3361.0,0,,70.5,420,1
COMPONENT1,6,0,0,2,7,0,24,0.0,0,0,1,14.0,8.0,17.0,22.0,8.2,16,0.0,0.0,2.0,0,13,0,248,2,0,1122,0,17,4349,0,21,0,0.4,0,,,,,,,,,0,14.9,124.0,1304,0
COMPONENT4,6,0,4,112,0,0,3093,0.0,0,0,4,,,,,,21,,0.0,3.0,0,11,3,133,13,0,1072,0,20,4472,0,4,0,,0,,,,,,,,,0,,72.7,1212,0
COMPONENT3,6,0,3,19,7,0,2852,0.0,0,0,5,,,,,,90,,0.0,0.0,0,1,3,4,3,0,2236,1,31,24850,0,3,0,,0,,,,,,,,,0,,138.2,46,0
COMPONENT3,3,0,3,29,0,0,3325,0.0,0,0,0,,,,,,138,,0.0,0.0,0,0,0,0,5,0,179,0,138,16070,0,5,2,,0,,,,,,,,,0,,134.5,6,0
COMPONENT3,3,0,2,210,1,0,13,,0,3,5,,,,,,119,,0.0,3.0,1,5,3,0,5,1,571,0,552,20907,1,10,0,,0,,,,,,,,,0,,149.9,14,0
COMPONENT3,4,0,2,15,0,0,152,0.0,0,0,3,,,,,,39,,0.0,0.0,0,0,0,1,2,0,1170,1,29,23650,0,1,0,,0,,,,,,,,,0,,145.9,71,0
COMPONENT4,7,0,4,4,0,0,4196,0.0,0,0,8,,,,,,114,,0.0,0.0,0,0,1,0,2,0,289,2,31,1153,0,3,0,,0,,,,,,,,,0,,38.0,13,0
COMPONENT3,7,0,1,0,0,0,61,0.0,0,1,0,,,,,,73,,0.0,,0,0,1,2,1,0,2256,0,43,28353,0,3,0,,0,,,,,,,,,0,,143.4,45,0
COMPONENT3,2,0,1,51,0,0,55,0.0,0,2,1,,,,,,240,,0.0,4.0,0,2,3,0,0,0,197,1,972,21260,0,25,1,,1,,,,,,,,,0,,164.3,8,0
COMPONENT3,3,0,0,22,0,0,304,0.0,0,4,107,,,,,,181,,0.0,2.0,2,0,4,0,6,4,208,0,124,5003,0,8,0,,0,,,,,,,,,0,,139.6,69,0
COMPONENT4,5,0,2,6,2,0,171,0.0,0,0,177,,,,,,13,,0.0,0.0,0,7,0,1,15,0,1190,0,18,4577,0,5,0,,0,,,,,,,,,0,,62.7,1279,0
COMPONENT2,6,0,9,184,0,0,2501,0.0,0,0,7,,,,,,5,,0.0,2.0,0,1,0,0,0,0,404,0,12,5551,0,7,0,,0,0.0,0.0,0.0,24.0,42.0,304.0,13374.0,33165.0,0,,51.7,538,0
COMPONENT3,6,0,0,2,0,0,48,0.0,0,0,14,,,,,,153,,0.0,1.0,0,10,3,0,0,0,1174,0,1027,7005,0,48,0,,0,,,,,,,,,0,,112.9,1392,0
COMPONENT3,9,0,1,167,0,0,93,0.0,0,0,0,,,,,,110,,0.0,1.0,0,7,0,0,0,0,539,0,247,26910,0,14,0,,0,,,,,,,,,0,,159.1,28,0
COMPONENT3,3,0,7,18,0,0,2987,0.0,0,3,3,,,,,,173,,0.0,,0,4,3,2,6,1,1464,0,158,29380,0,19,0,,0,,,,,,,,,0,,167.4,125,0
COMPONENT3,7,0,6,129,2,0,3020,0.0,0,1,0,,,,,,41,,0.0,56.0,0,0,0,2,2,0,805,1,156,19040,0,0,0,,0,,,,,,,,,0,,153.1,27,0
COMPONENT1,2,0,7,306,2,0,3491,0.0,0,7,11,21.0,6.0,13.0,22.0,8.6,45,1.0,0.0,8.0,0,34,2,29,4,0,816,7,16,5541,3,22,0,0.3,0,,,,,,,,,0,13.6,104.5,1038,0
COMPONENT3,91,0,2,4,0,0,2431,0.0,0,1,0,,,,,,126,,0.0,10.0,0,3,2,0,3,0,388,0,1858,13220,0,2,0,,0,,,,,,,,,0,,140.9,18,0
COMPONENT1,6,0,3,4,0,0,52,0.0,0,1,6,13.0,8.0,13.0,22.0,8.1,51,0.0,0.0,2.0,0,12,0,0,7,0,904,3,8,11040,0,8,0,0.4,0,,,,,,,,,0,12.7,90.1,1121,0
COMPONENT3,1,0,0,168,0,0,53,0.0,0,1,3,,,,,,149,,0.6,,0,1,1,0,0,0,281,0,28,20470,0,14,0,,0,,,,,,,,,0,,131.8,23,0
COMPONENT1,4,0,1,254,0,0,2908,0.0,0,5,5,18.0,9.0,14.0,23.0,10.7,34,0.0,0.0,4.0,0,449,0,183,3,0,924,2,9,4256,0,12,0,1.0,0,,,,,,,,,0,15.0,120.7,1176,0
COMPONENT3,9,0,0,165,0,0,178,0.0,0,2,13,,,,,,42,,0.0,,0,0,1,1,2,0,2069,0,101,25979,0,0,1,,0,,,,,,,,,0,,177.4,14,0
COMPONENT4,7,0,3,4,0,0,2153,0.0,0,0,0,,,,,,14,,0.0,2.0,0,234,0,0,0,0,1052,0,18,6097,0,4,0,,0,,,,,,,,,0,,82.7,1186,0
COMPONENT3,6,0,1,120,2,0,16,0.0,0,7,26,,,,,,521,,0.0,2.0,0,9,9,11,14,2,1173,2,242,10810,0,27,0,,0,,,,,,,,,0,,71.1,1442,1
COMPONENT3,7,0,5,423,0,0,3173,0.0,0,39,1020,,,,,,1546,,0.0,66.0,0,61,50,3,20,54,321,17,28195,21180,0,2193,0,,23,,,,,,,,,0,,143.1,678,0
COMPONENT2,34,0,0,2,0,0,2983,0.0,0,1,2,,,,,,3,,0.0,,0,4,0,0,2,0,307,0,5,3203,0,0,0,,0,1.0,3.0,4.0,24.0,25.0,51.0,1407.0,24537.0,0,,68.9,350,0
COMPONENT3,2,0,4,145,0,0,3532,0.0,0,1,3,,,,,,134,,0.0,2.0,0,0,3,4,4,0,2265,0,54,29690,0,19,0,,0,,,,,,,,,0,,177.8,32,0
COMPONENT1,1,0,0,131,0,0,3790,0.0,0,0,18,15.0,6.0,11.0,20.0,8.3,26,0.0,0.0,,0,12,0,0,5,2,780,2,15,3919,0,7,0,0.5,0,,,,,,,,,0,12.6,91.1,889,0
COMPONENT1,6,0,0,189,0,0,28,0.0,0,1,1,13.0,6.0,10.0,17.0,9.2,9,0.0,0.0,3.0,0,317,1,1,1,0,1267,0,16,7983,0,4,1,0.2,0,,,,,,,,,0,13.3,99.7,1457,1
COMPONENT3,3,0,3,0,0,0,2114,0.0,0,2,2,,,,,,270,,0.0,6.0,1,3,21,11,7,0,1400,0,537,15690,0,10,1,,0,,,,,,,,,0,,129.1,122,0
COMPONENT2,2,0,0,0,0,0,129,0.0,0,0,19,,,,,,0,,0.0,1.0,0,2,0,0,2,0,449,1,14,1211,0,1,0,,0,0.0,0.0,0.0,41.0,65.0,225.0,1124.0,2435.0,0,,45.7,659,0
COMPONENT1,3,0,0,8,0,0,92,0.0,0,0,0,14.0,6.0,11.0,16.0,8.5,6,0.0,0.0,2.0,0,258,0,0,1,0,1136,1,0,6494,0,3,0,0.0,0,,,,,,,,,0,12.6,91.3,1283,0
COMPONENT1,7,0,1,0,2,0,32,0.0,0,0,5,12.0,7.0,11.0,18.0,8.3,29,0.0,0.0,2.0,0,5,0,4,6,1,949,1,16,6928,0,4,0,0.2,0,,,,,,,,,0,12.4,87.5,1207,0
COMPONENT3,1,0,5,0,0,0,20,0.0,0,4,186,,,,,,1667,,0.0,,0,6,83,31,23,2,1113,0,3857,2259,2,22,5,,0,,,,,,,,,0,,55.9,955,0
COMPONENT1,21,0,2,0,0,0,2576,0.0,0,2,2,14.0,6.0,10.0,22.0,9.9,28,0.0,0.0,0.0,0,9,0,40,0,0,863,4,25,4537,0,21,1,1.1,0,,,,,,,,,0,14.6,116.1,911,0
COMPONENT2,9,0,5,3,0,0,73,0.0,0,0,143,,,,,,2,,0.0,0.0,0,2,0,0,0,0,512,1,4,1164,0,3,0,,0,0.0,0.0,0.0,7.0,11.0,33.0,1759.0,9265.0,0,,45.6,693,0
COMPONENT2,4,0,1,25,2,0,1092,,0,0,136,,,,,,2,,0.0,3.0,0,3,0,0,0,0,524,3,133,1819,1,3,1,,0,0.0,0.0,1.0,3.0,41.0,198.0,2996.0,21613.0,0,,44.0,702,0
COMPONENT3,5,0,1,118,0,0,79,0.0,0,4,11,,,,,,447,,0.0,1.0,1,3,5,1,2,1,2365,0,10828,29080,0,17,0,,0,,,,,,,,,0,,146.0,27,0
COMPONENT4,4,0,0,3,0,0,2888,0.0,0,0,2,,,,,,19,,0.0,0.0,0,9,0,0,11,0,1033,0,7,3900,0,2,0,,0,,,,,,,,,0,,65.2,1146,0
COMPONENT4,3,0,6,10,0,0,3822,,0,1,222,,,,,,11,,0.0,7.0,0,9,0,2,18,0,849,1,18,3800,3,6,1,,0,,,,,,,,,0,,58.3,984,0
COMPONENT1,5,0,0,19,0,0,135,0.0,0,7,6,17.0,8.0,13.0,22.0,11.0,27,0.0,0.0,3.0,0,432,0,167,1,0,844,5,12,3653,0,11,3,1.1,0,,,,,,,,,0,14.9,118.7,1027,0
COMPONENT1,14,0,1,15,0,0,12,0.0,0,0,2,13.0,5.0,11.0,20.0,8.5,7,0.0,0.0,2.0,0,7,0,38,0,0,868,0,7,6868,0,5,0,0.4,0,,,,,,,,,0,14.2,101.5,927,0
COMPONENT3,2,1,3,22,0,0,201,0.0,0,1,263,,,,,,139,,0.0,1.0,0,0,4,0,0,10,865,3,86,20900,0,5,0,,0,,,,,,,,,0,,133.1,128,0
COMPONENT3,5,0,2,112,0,0,12,0.0,0,2,0,,,,,,119,,0.0,0.0,0,0,2,0,5,0,1060,0,247,13650,1,3,0,,0,,,,,,,,,0,,123.2,34,0
COMPONENT3,5,0,6,257,0,0,2635,0.0,0,1,9,,,,,,47,,0.0,,1,4,1,0,3,1,2624,1,64,30713,2,3,0,,0,,,,,,,,,0,,183.8,41,0
COMPONENT2,5,0,4,3,0,0,151,0.0,0,2,0,,,,,,9,,0.0,2.0,0,2,0,0,0,0,296,0,7,4158,0,1,0,,0,0.0,0.0,0.0,41.0,59.0,188.0,2197.0,19678.0,0,,70.6,403,0
COMPONENT1,1,0,3,11,0,0,4362,0.0,0,2,4,8.0,6.0,10.0,20.0,8.1,16,0.0,0.0,,0,10,0,0,3,0,812,2,16,3933,0,4,0,0.6,0,,,,,,,,,0,12.2,86.6,1034,0
COMPONENT1,4,0,33,18,0,0,94,0.0,0,0,1,14.0,6.0,15.0,20.0,9.1,5,0.0,0.0,0.0,0,8,0,87,1,0,970,0,15,5130,0,5,0,0.2,0,,,,,,,,,0,13.0,86.4,1044,1
COMPONENT3,4,0,7,1,2,0,10,0.0,3,138,45,,,,,,5373,,0.6,582.0,1,340,138,0,395,38,682,3,4379,52060,0,5176,3,,137,,,,,,,,,4,,440.0,34,0
COMPONENT1,22,0,6,5,0,0,319,0.0,0,0,7,15.0,7.0,17.0,21.0,9.8,3,0.0,0.0,2.0,0,13,0,232,2,0,1108,2,15,4571,0,2,0,0.0,0,,,,,,,,,0,14.3,116.9,1314,0
COMPONENT3,7,0,234,86,4,0,42,0.0,0,1,2,,,,,,130,,0.0,0.0,0,0,2,0,4,0,293,0,186,18630,0,7,0,,0,,,,,,,,,0,,188.0,28,1
COMPONENT3,8,0,6,4,7,0,2812,0.0,0,1,3,,,,,,131,,0.0,0.0,0,2,1,23,4,0,2630,0,36,38140,0,2,0,,0,,,,,,,,,0,,137.7,31,0
COMPONENT2,6,0,3,2,0,0,43,0.0,0,0,1,,,,,,0,,0.0,0.0,0,0,0,0,1,0,311,0,5,876,0,0,0,,0,0.0,0.0,0.0,2.0,2.0,9.0,239.0,1411.0,0,,44.5,467,0
COMPONENT1,5,0,0,1,0,0,24,0.0,0,1,7,13.0,7.0,10.0,20.0,7.8,22,0.0,0.0,2.0,0,12,0,4,3,0,927,2,5,4364,0,12,0,1.0,0,,,,,,,,,0,12.5,92.4,1096,0
COMPONENT3,6,0,2,3,0,0,1640,0.0,0,3,8,,,,,,375,,0.0,,0,2,3,8,3,1,2275,1,125,26681,1,15,1,,0,,,,,,,,,0,,130.8,191,1
COMPONENT3,3,0,8,2,2,0,2755,0.0,0,26,5,,,,,,171,,0.0,5.0,0,26,2,96,5,0,1061,0,2385,7573,0,83,0,,0,,,,,,,,,0,,109.4,1023,0
COMPONENT1,7,0,3,416,0,0,2997,,0,3,35,11.0,7.0,13.0,22.0,10.1,57,0.0,0.0,5.0,0,13,0,1,4,0,870,9,18,4345,1,8,2,1.1,0,,,,,,,,,0,,92.7,1019,0
COMPONENT3,3,0,2,159,0,0,37,0.0,0,4,21,,,,,,274,,0.0,0.0,0,2,4,0,7,0,487,0,526,22970,0,6,0,,0,,,,,,,,,0,,130.4,45,0
COMPONENT3,5,0,4,1,3,0,4,0.0,0,0,1,,,,,,105,,0.0,1.0,2,1,0,0,2,0,917,0,235,17880,0,8,0,,0,,,,,,,,,0,,128.6,28,0
COMPONENT3,6,0,8,3,2,0,105,0.0,0,1,11,,,,,,36,,0.0,,0,0,1,1,0,0,2001,0,99,25188,0,0,1,,1,,,,,,,,,0,,180.2,10,1
COMPONENT3,3,0,2,6,0,0,6,0.0,0,2,42,,,,,,325,,0.0,1.0,6,74,2,14,2,0,2603,0,227,38040,0,6,2,,0,,,,,,,,,0,,144.3,21,0
COMPONENT1,9,0,5,1,1,0,14,0.0,0,4,2,11.0,7.0,9.0,21.0,5.4,24,0.0,0.0,2.0,0,12,0,19,1,0,863,2,10,10280,0,3,2,1.0,0,,,,,,,,,0,12.5,93.6,966,0
COMPONENT2,6,0,2,13,0,0,31,0.0,0,0,4,,,,,,5,,0.0,0.0,0,0,0,0,0,0,212,1,17,5015,0,2,0,,0,0.0,0.0,1.0,5.0,10.0,50.0,4250.0,27665.0,0,,66.4,270,0
COMPONENT3,9,0,2,2,0,0,2105,0.0,0,1,2,,,,,,22,,0.0,2.0,0,11,9,0,17,0,1128,0,46,9175,0,28,0,,0,,,,,,,,,0,,70.7,1400,0
COMPONENT1,5,1,3,1,2,0,21,0.0,0,0,2,11.0,6.0,8.0,20.0,6.7,24,0.0,0.0,,0,11,1,40,0,0,980,6,26,8857,0,9,1,0.4,0,,,,,,,,,0,12.1,104.9,1122,0
COMPONENT3,62,0,4,6,1,0,2115,0.0,0,1,24,,,,,,46,,0.0,0.0,0,2,0,3,1,1,1106,0,101,23560,0,1,0,,0,,,,,,,,,0,,133.4,42,1
COMPONENT1,6,0,2,14,0,0,132,0.0,0,5,58,13.0,7.0,12.0,20.0,9.8,41,0.0,0.0,10.0,0,13,2,0,3,0,1037,5,24,7179,0,9,4,0.5,0,,,,,,,,,0,14.0,103.0,1251,0
COMPONENT1,15,0,3,355,0,0,2978,0.0,0,0,0,15.0,7.0,13.0,18.0,9.3,10,0.0,0.0,0.0,0,295,0,3,2,0,1076,0,11,4796,0,2,0,0.3,0,,,,,,,,,0,13.3,94.5,1366,0
COMPONENT3,4,0,5,93,0,0,2760,0.0,0,2,1,,,,,,252,,0.0,2.0,0,0,3,0,3,2,787,0,261,18820,0,11,0,,0,,,,,,,,,0,,141.3,13,0
COMPONENT1,3,0,4,317,0,0,2598,0.0,0,0,0,10.0,6.0,8.0,16.0,7.9,9,0.0,0.0,2.0,0,11,0,0,4,0,960,0,5,4221,0,4,0,0.4,0,,,,,,,,,0,13.3,102.1,1110,1
COMPONENT3,10,0,9,90,0,0,1807,0.0,0,2,77,,,,,,72,,0.4,0.0,0,0,1,0,0,3,142,0,94,9551,0,5,0,,0,,,,,,,,,0,,143.6,57,1
COMPONENT3,7,0,9,2,2,0,70,0.0,0,10,49,,,,,,458,,1.2,4.0,0,2,7,0,5,2,806,1,290,16500,1,13,0,,0,,,,,,,,,0,,146.1,137,1
COMPONENT3,2,0,2,9,1,0,149,0.0,0,1,2,,,,,,76,,0.0,1.0,3,1,0,0,0,0,303,0,135,18000,1,4,0,,0,,,,,,,,,0,,203.0,37,0
COMPONENT1,6,0,103,134,8,0,116,0.0,0,2,3,13.0,6.0,12.0,18.0,9.5,20,0.0,0.0,2.0,1,429,0,167,3,0,875,2,9,3587,0,11,2,0.2,0,,,,,,,,,0,14.2,118.9,1065,1
COMPONENT3,4,0,2,1,0,0,52,0.0,0,8,677,,,,,,230,,0.0,0.0,0,0,6,0,1,27,92,2,968,5160,0,2,0,,0,,,,,,,,,0,,124.8,388,0
COMPONENT3,7,0,3,20,0,0,32,0.0,0,14,5,,,,,,1564,,0.0,21.0,0,8,14,1,6,6,1055,0,7891,22490,0,722,0,,4,,,,,,,,,0,,137.0,26,0
COMPONENT1,7,1,11,6,0,0,2810,0.0,0,2,1,16.0,7.0,13.0,21.0,10.8,17,0.0,0.0,2.0,0,397,0,184,4,0,861,0,8,3837,0,7,0,0.5,0,,,,,,,,,0,14.7,123.3,1034,0
COMPONENT3,14,0,0,15,0,0,107,0.0,0,2,0,,,,,,180,,0.1,7.0,0,5,5,0,7,0,687,0,766,21430,0,48,0,,0,,,,,,,,,0,,169.0,29,0
COMPONENT2,3,0,25,2,0,0,35,0.0,0,1,6,,,,,,3,,0.0,,0,3,0,0,0,0,553,0,11,1491,3,2,0,,0,0.0,1.0,4.0,5.0,7.0,39.0,718.0,1837.0,0,,45.3,686,0
COMPONENT1,7,0,6,86,0,0,2784,0.0,0,2,4,19.0,10.0,18.0,24.0,9.0,29,0.0,0.0,17.0,0,16,0,271,4,0,1252,3,6,5074,0,9,2,1.0,0,,,,,,,,,0,14.8,120.4,1455,0
COMPONENT3,6,0,1,8,0,0,195,0.0,1,30,139,,,,,,1981,,0.0,,0,5,20,4,0,12,443,2,3532,21614,3,427,2,,5,,,,,,,,,0,,158.9,95,0
COMPONENT4,3,0,3,2,0,0,2707,0.0,0,0,259,,,,,,22,,0.0,2.0,0,11,0,122,16,0,1117,0,14,4884,0,4,0,,0,,,,,,,,,0,,72.6,1280,0
COMPONENT1,6,0,2,5,0,0,384,0.0,0,1,9,8.0,6.0,7.0,15.0,3.3,16,0.0,0.0,,0,36,0,12,0,1,362,2,5,13192,1,7,1,0.1,0,,,,,,,,,0,10.7,93.0,350,1
COMPONENT3,1,0,2,43,0,0,3762,0.0,0,1,0,,,,,,112,,0.0,0.0,2,0,1,0,3,0,445,0,759,15550,0,3,0,,0,,,,,,,,,0,,137.0,16,0
COMPONENT3,6,0,2,465,0,0,3277,0.0,0,0,0,,,,,,48,,0.0,3.0,0,0,0,0,5,0,287,0,188,20980,0,4,0,,0,,,,,,,,,0,,151.2,51,0
COMPONENT3,3,0,4,203,0,0,2828,0.0,0,0,8,,,,,,19,,0.0,0.0,0,1,0,3,0,0,983,0,21,18470,0,1,0,,0,,,,,,,,,0,,124.8,65,0
COMPONENT1,6,1,57,0,3,0,28,0.0,0,2,8,10.0,6.0,9.0,17.0,8.3,24,0.0,0.0,5.0,0,16,1,0,4,0,901,5,24,3494,0,8,11,0.2,0,,,,,,,,,0,13.3,88.8,986,1
COMPONENT3,2,0,0,1,0,0,99,0.0,0,0,0,,,,,,62,,0.0,0.0,0,0,0,3,2,0,261,0,523,20290,0,1,0,,0,,,,,,,,,0,,139.5,36,0
COMPONENT3,2,0,3,10,0,0,68,0.0,0,0,15,,,,,,44,,0.0,,27,0,0,0,3,0,1565,0,66,23640,0,12,0,,0,,,,,,,,,0,,161.1,35,0
COMPONENT1,3,0,11,197,0,0,2915,,0,2,1,15.0,9.0,17.0,22.0,10.9,12,0.0,0.0,9.0,0,12,1,231,0,0,1197,2,19,4436,2,9,1,0.5,0,,,,,,,,,0,14.0,108.2,1365,0
COMPONENT1,5,0,11,142,0,0,2806,0.0,0,2,4,18.0,8.0,13.0,22.0,11.0,26,0.0,0.0,9.0,0,383,0,155,2,0,750,0,7,3275,0,6,0,1.5,0,,,,,,,,,0,16.2,138.7,900,0
COMPONENT1,1,0,154,0,2,0,118,0.0,0,0,2,12.0,4.0,9.0,18.0,9.2,10,3.5,0.0,,0,10,0,3,3,0,1115,1,10,5431,0,6,0,0.2,0,,,,,,,,,0,12.7,89.6,1037,1
COMPONENT3,6,0,1,121,0,0,6,0.0,0,3,2,,,,,,281,,0.0,6.0,2,5,4,0,7,1,1147,0,484,15470,0,63,0,,1,,,,,,,,,0,,123.0,39,0
COMPONENT3,70,1,5,66,0,0,3140,0.0,0,0,1,,,,,,27,,0.0,0.0,0,0,0,1,1,0,1214,0,9,20630,1,0,0,,0,,,,,,,,,0,,132.6,4,0
COMPONENT3,5,0,5,135,0,0,3354,0.0,0,7,9,,,,,,442,,0.0,2.0,0,11,12,7,19,0,1199,0,326,3914,0,22,0,,0,,,,,,,,,0,,57.9,1345,0
COMPONENT3,4,0,5,131,0,0,2865,0.0,0,2,15,,,,,,143,,0.0,,1,3,2,1,4,0,502,1,1137,22793,1,8,0,,0,,,,,,,,,0,,130.5,66,0
COMPONENT3,3,0,10,154,0,0,25,0.0,0,6,2,,,,,,699,,0.1,3.0,0,22,8,0,3,4,1040,0,435,21840,0,108,0,,29,,,,,,,,,4,,128.9,28,0
COMPONENT2,6,0,5,128,0,0,2869,0.0,0,0,2,,,,,,21,,0.0,0.0,0,2,0,0,0,0,351,1,8,8249,0,5,0,,0,0.0,0.0,0.0,3.0,3.0,10.0,506.0,23745.0,0,,72.9,470,0
COMPONENT3,4,0,2,19,0,0,131,0.0,0,2,0,,,,,,64,,0.0,0.0,0,4,0,1,0,0,480,0,85,25320,0,0,2,,3,,,,,,,,,0,,132.8,38,0
COMPONENT1,20,0,1,2,1,0,22,,0,2,3,21.0,9.0,11.0,23.0,7.9,41,0.0,0.0,4.0,0,12,1,43,0,0,854,7,21,6712,2,11,1,2.5,0,,,,,,,,,0,,122.2,976,0
COMPONENT3,19,0,1,5,0,0,33,0.0,0,4,7,,,,,,147,,0.0,2.0,0,18,2,2,2,0,1325,0,718,20230,1,63,0,,0,,,,,,,,,0,,131.8,37,0
COMPONENT1,8,0,5,1,6,0,2479,0.0,0,0,0,12.0,7.0,14.0,21.0,9.3,7,0.0,0.0,3.0,0,11,0,0,4,0,1062,0,7,10020,0,4,2,0.2,0,,,,,,,,,0,12.4,88.8,1209,0
COMPONENT3,4,0,18,11,0,0,57,0.0,0,4,0,,,,,,178,,0.0,1.0,0,1,2,0,2,0,485,0,1660,24000,1,17,0,,0,,,,,,,,,0,,130.1,17,0
COMPONENT3,2,0,3,105,1,0,3359,0.0,0,0,5,,,,,,16,,0.0,,0,9,0,1,4,0,1017,2,24,4218,0,23,0,,0,,,,,,,,,0,,71.9,1101,0
COMPONENT1,39,0,0,1,2,0,31,0.0,0,0,2,16.0,8.0,16.0,20.0,9.2,12,0.0,0.0,3.0,0,12,0,244,1,0,1248,3,2,4468,0,10,1,0.4,0,,,,,,,,,0,14.4,114.9,1425,0
COMPONENT3,8,0,0,159,0,0,272,,0,20,117,,,,,,1177,,0.0,6.0,2,5,16,1,2,6,528,2,931,9874,1,8,0,,0,,,,,,,,,0,,134.7,76,0
COMPONENT3,8,0,1,25,0,0,232,0.0,0,0,0,,,,,,52,,0.0,0.0,0,1,1,0,3,0,925,0,172,19420,0,2,0,,0,,,,,,,,,0,,129.8,10,0
COMPONENT3,2,0,165,13,3,0,234,0.0,0,1,0,,,,,,44,,0.0,14.0,0,3,0,0,2,0,428,0,254,23640,0,3,0,,0,,,,,,,,,0,,145.1,28,1
COMPONENT1,13,0,3,173,0,0,3133,0.0,0,0,0,13.0,6.0,16.0,20.0,6.4,8,0.0,0.0,1.0,0,9,0,0,8,0,939,0,8,4145,0,3,0,0.4,0,,,,,,,,,0,14.0,104.9,1117,0
COMPONENT3,21,0,2,1,0,0,76,0.0,0,0,0,,,,,,142,,0.0,1.0,0,7,3,0,2,0,781,0,1470,15370,0,32,0,,0,,,,,,,,,0,,131.0,18,1
COMPONENT1,55,0,7,22,0,0,2457,0.0,0,0,0,15.0,4.0,9.0,17.0,7.8,3,0.0,0.0,0.0,0,13,0,35,1,0,917,1,9,3358,0,7,0,0.0,0,,,,,,,,,0,15.3,113.0,1071,0
COMPONENT3,2,0,11,226,0,0,3141,0.0,0,6,3,,,,,,632,,0.1,0.0,0,1,4,0,0,0,2030,0,40,26120,0,10,0,,0,,,,,,,,,0,,143.5,24,0
COMPONENT3,2,0,1,7,0,0,120,0.0,0,1,8,,,,,,74,,0.0,0.0,0,1,1,0,0,0,199,0,111,15170,0,28,0,,0,,,,,,,,,0,,157.6,17,0
COMPONENT3,5,0,0,6,0,0,183,0.0,0,1,17,,,,,,47,,0.0,,0,2,3,0,8,0,2116,1,53,26160,3,18,2,,0,,,,,,,,,0,,179.3,148,0
COMPONENT2,146,0,3,1,0,0,24,0.0,0,0,8,,,,,,5,,0.0,0.0,0,2,0,0,0,0,448,0,7,1150,0,0,0,,0,1.0,2.0,10.0,12.0,23.0,132.0,5210.0,17743.0,0,,44.4,691,0
COMPONENT4,14,0,1,5,0,0,3384,0.0,0,0,4,,,,,,31,,0.0,2.0,0,13,0,47,5,0,1039,1,15,4174,0,4,0,,0,,,,,,,,,0,,69.7,1153,0
COMPONENT1,2,0,2,2,3,0,14,0.0,0,1,2,12.0,7.0,11.0,20.0,7.2,25,0.0,0.0,3.0,0,9,1,84,1,0,828,3,11,8144,0,8,1,0.4,0,,,,,,,,,0,13.3,105.6,1000,0
COMPONENT2,8,0,3,4,5,0,10,0.0,0,0,319,,,,,,59,,0.0,1.0,0,1,1,0,0,0,521,0,30,1236,0,1,1,,0,0.0,0.0,0.0,6.0,8.0,93.0,5176.0,25603.0,0,,43.4,744,0
COMPONENT3,7,0,0,145,1,0,40,0.0,0,2,0,,,,,,121,,0.0,3.0,0,2,1,0,6,0,997,0,187,17580,0,37,0,,0,,,,,,,,,0,,133.0,19,0
COMPONENT1,2,0,2,2,0,0,3917,0.0,0,0,0,12.0,6.0,10.0,21.0,8.4,8,0.0,0.0,0.0,0,11,0,8,4,0,913,3,6,4094,3,4,0,1.2,0,,,,,,,,,0,13.7,103.9,1017,0
COMPONENT4,3,0,0,7,0,0,49,0.0,0,0,9,,,,,,54,,0.0,,0,1,0,0,3,0,350,0,19,1270,2,3,0,,0,,,,,,,,,0,,36.2,20,0
COMPONENT2,6,0,3,1,0,0,26,,0,0,173,,,,,,2,,0.0,0.0,0,1,0,0,0,0,467,2,9,1197,1,0,0,,0,0.0,0.0,0.0,5.0,7.0,,,,0,,43.6,675,0
COMPONENT3,5,0,0,0,0,0,111,0.0,1,2,11,,,,,,218,,0.1,,0,4,2,0,0,0,534,0,153,22783,1,26,0,,0,,,,,,,,,0,,131.0,20,0
COMPONENT2,4,0,3,460,0,0,3411,0.0,0,0,39,,,,,,7,,0.0,2.0,0,3,0,0,1,0,203,1,5,5308,0,17,0,,0,0.0,0.0,1.0,2.0,4.0,39.0,1490.0,5651.0,0,,66.7,239,0
COMPONENT3,3,0,2,144,0,0,5,0.0,0,0,21,,,,,,58,,0.0,,0,4,1,12,0,0,1713,0,61,24364,0,3,1,,0,,,,,,,,,0,,143.4,90,0
COMPONENT3,4,0,3,3,0,0,36,0.0,0,4,3446,,,,,,1350,,0.0,,0,2,13,4,0,2,1319,2,76,24602,3,8,28,,0,,,,,,,,,0,,160.8,111,0
